0	0.500000
1	0.460205
2	0.421732
3	0.384064
4	0.341145
5	0.301569
6	0.255023
7	0.209270
8	0.161678
9	0.118007
10	0.064127
11	0.013576
12	-0.038054
13	-0.066202
14	-0.093523
15	-0.180023
16	-0.222175
17	-0.267447
18	-0.282840
19	-0.330838
20	-0.332711
21	-0.301358
22	-0.262323
23	-0.269243
24	-0.307152
25	-0.357209
26	-0.373416
27	-0.448225
28	-0.450320
29	-0.532248
30	-0.549881
31	-0.556193
32	-0.570565
33	-0.574855
34	-0.541567
35	-0.510424
36	-0.442986
37	-0.432671
38	-0.461621
39	-0.485361
40	-0.467047
41	-0.434360
42	-0.417140
43	-0.373590
44	-0.317697
45	-0.301558
46	-0.210119
47	-0.111157
48	-0.063062
49	0.058033
50	0.226307
51	0.379240
52	0.575269
53	0.754432
54	0.933626
55	1.104694
56	1.288390
57	1.466794
58	1.639456
59	1.803311
60	1.958571
61	2.175158
62	2.402816
63	2.599147
64	2.799923
65	2.964993
66	3.059748
67	3.264620
68	3.421407
69	3.605534
70	3.712646
71	3.810719
72	3.902678
73	3.986477
74	4.073335
75	4.115709
76	4.161028
77	4.159986
78	4.151896
79	4.162567
80	4.153366
81	4.098935
82	4.051455
83	3.980497
84	3.810146
85	3.683800
86	3.559931
87	3.417854
88	3.316145
89	3.155304
90	3.028542
91	2.859234
92	2.701347
93	2.525887
94	2.468805
95	2.331858
96	2.227617
97	2.141521
98	2.033491
99	1.915487
100	1.761442
101	1.591345
102	1.453922
103	1.364506
104	1.203678
105	1.033195
106	0.912704
107	0.769905
108	0.680212
109	0.623411
110	0.581011
111	0.503977
112	0.446751
113	0.420473
114	0.404367
115	0.340065
116	0.246084
117	0.222065
118	0.195810
119	0.169367
120	0.209341
121	0.179644
122	0.239103
123	0.212374
124	0.237324
125	0.244257
126	0.196093
127	0.228258
128	0.265118
129	0.303804
130	0.342451
131	0.362197
132	0.430260
133	0.493250
134	0.567412
135	0.635276
136	0.694025
137	0.773694
138	0.850707
139	0.922982
140	0.994905
141	1.073221
142	1.134647
143	1.189379
144	1.225137
145	1.251206
146	1.283741
147	1.290191
148	1.284632
149	1.312421
150	1.331725
151	1.328283
152	1.326179
153	1.337419
154	1.364380
155	1.403501
156	1.382805
157	1.460520
158	1.412023
159	1.396702
160	1.326102
161	1.334404
162	1.269782
163	1.233378
164	1.172674
165	1.156947
166	1.153164
167	1.208716
168	1.276415
169	1.340035
170	1.370355
171	1.379997
172	1.375675
173	1.404930
174	1.401762
175	1.395163
176	1.364495
177	1.344421
178	1.302666
179	1.270633
180	1.198981
181	1.109150
182	1.008804
183	0.876922
184	0.745735
185	0.659470
186	0.534822
187	0.446424
188	0.388139
189	0.287084
190	0.235486
191	0.159053
192	0.070301
193	-0.011927
194	-0.092578
195	-0.174273
196	-0.253938
197	-0.332794
198	-0.417750
199	-0.500000
