
 Build configuration host Complier: sizeof(t_ve) = 4 

 Build configuration libidrs: sizeof(t_ve) = 4 

 manual IDRS driver, running Matrix size 10000 

  tolerance 0.001000 

 *** unimplemented *** 
  Matrixsize 10000 too big for dump
 this is debugmode 1 
  Number of multiprocessors:                     30
  Number of multiprocessors:                     30
  Number of multiprocessors:                     30
  Number of multiprocessors:                     30

 using N = 10000 (full vector size )
 using 362020 bytes in Host   memory
 using 606116 bytes in Device memory
 idrs/idrs.cu 790: dimGridsub = 20
 idrs/idrs.cu 816: trying free
 idrs/idrs.cu 818: sucessfull free  Number of multiprocessors:                     30
  Number of multiprocessors:                     30
  Number of multiprocessors:                     30
  Number of multiprocessors:                     30

 additional using 4728288 bytes in Device memory
 L1 k=1, norm = 15.655784   1 16294.968750   2 56759.718750
 L1 k=2, norm = 6.971019   1 492.951324   2 1236.593384
 L1 k=3, norm = 4.276302   1 81.332596   2 218.256470
 L1 k=4, norm = 2.951046   1 21.711266   2 49.214317
 L2 k = 0 om = 0.306926  om=481.145752 om2=1567.626099
 L2 iteration 5 k=0, oldest=0, norm 3.150861
 L2 iteration 6 k=1, oldest=1, norm 1.613157
 L2 iteration 7 k=2, oldest=2, norm 1.160724
 L2 iteration 8 k=3, oldest=3, norm 1.689811
 L2 iteration 9 k=4, oldest=0, norm 0.981162
 L2 k = 0 om = 0.280616  om=21.663212 om2=77.198799
 L2 iteration 10 k=0, oldest=1, norm 0.825129
 L2 iteration 11 k=1, oldest=2, norm 1.048257
 L2 iteration 12 k=2, oldest=3, norm 1.299847
 L2 iteration 13 k=3, oldest=0, norm 1.125751
 L2 iteration 14 k=4, oldest=1, norm 0.629261
 L2 k = 0 om = 1.342653  om=0.075726 om2=0.056401
 L2 iteration 15 k=0, oldest=2, norm 0.234321
 L2 iteration 16 k=1, oldest=3, norm 0.322290
 L2 iteration 17 k=2, oldest=0, norm 0.301815
 L2 iteration 18 k=3, oldest=1, norm 0.436114
 L2 iteration 19 k=4, oldest=2, norm 0.445349
 L2 k = 0 om = 0.520008  om=0.026177 om2=0.050340
 L2 iteration 20 k=0, oldest=3, norm 0.097521
 L2 iteration 21 k=1, oldest=0, norm 0.247545
 L2 iteration 22 k=2, oldest=1, norm 0.115927
 L2 iteration 23 k=3, oldest=2, norm 0.100203
 L2 iteration 24 k=4, oldest=3, norm 0.076672
 L2 k = 0 om = 0.684164  om=0.001369 om2=0.002001
 L2 iteration 25 k=0, oldest=0, norm 0.054504
 L2 iteration 26 k=1, oldest=1, norm 0.054046
 L2 iteration 27 k=2, oldest=2, norm 0.044951
 L2 iteration 28 k=3, oldest=3, norm 0.045104
 L2 iteration 29 k=4, oldest=0, norm 0.048001
 --------------------------------------------------------- 

 ---------------         Result           ---------------- 

 --------------------------------------------------------- 


 ***X***X (m,x[n]) follows ***X***X
1	0.499997
2	0.465840
3	0.431974
4	0.398440
5	0.365739
6	0.333699
7	0.302582
8	0.272419
9	0.243490
10	0.215400
11	0.188649
12	0.163190
13	0.138972
14	0.116188
15	0.095259
16	0.075904
17	0.058464
18	0.043261
19	0.030149
20	0.019258
21	0.010893
22	0.004661
23	0.000558
24	-0.001493
25	-0.001950
26	-0.001443
27	0.000334
28	0.002264
29	0.004381
30	0.006331
31	0.008283
32	0.009264
33	0.010166
34	0.010389
35	0.010244
36	0.009607
37	0.009203
38	0.008685
39	0.008631
40	0.008976
41	0.009889
42	0.011237
43	0.012838
44	0.014482
45	0.016078
46	0.017256
47	0.017919
48	0.018114
49	0.017784
50	0.016789
51	0.015639
52	0.014059
53	0.012501
54	0.011019
55	0.009980
56	0.008930
57	0.008760
58	0.008776
59	0.009169
60	0.009919
61	0.011222
62	0.012233
63	0.013570
64	0.015165
65	0.016567
66	0.018025
67	0.020120
68	0.022493
69	0.025240
70	0.028982
71	0.033545
72	0.038561
73	0.044299
74	0.050524
75	0.056775
76	0.062960
77	0.069156
78	0.074791
79	0.080090
80	0.084811
81	0.089048
82	0.092568
83	0.095951
84	0.098766
85	0.101423
86	0.103875
87	0.106265
88	0.108173
89	0.109848
90	0.110985
91	0.111341
92	0.110722
93	0.109357
94	0.107091
95	0.103862
96	0.100035
97	0.095797
98	0.091124
99	0.086221
100	0.081540
101	0.077021
102	0.072571
103	0.068624
104	0.064896
105	0.061249
106	0.057622
107	0.054052
108	0.049877
109	0.045435
110	0.040485
111	0.034987
112	0.029013
113	0.022992
114	0.016649
115	0.010417
116	0.004646
117	-0.000832
118	-0.005903
119	-0.010268
120	-0.014136
121	-0.017747
122	-0.020888
123	-0.023502
124	-0.025996
125	-0.027983
126	-0.029541
127	-0.030447
128	-0.031070
129	-0.030858
130	-0.030306
131	-0.029294
132	-0.028309
133	-0.026993
134	-0.026079
135	-0.025347
136	-0.025133
137	-0.025305
138	-0.026175
139	-0.027440
140	-0.029189
141	-0.031187
142	-0.033301
143	-0.035345
144	-0.037298
145	-0.038759
146	-0.040000
147	-0.040798
148	-0.041293
149	-0.041537
150	-0.041858
151	-0.041979
152	-0.042219
153	-0.042550
154	-0.042782
155	-0.042797
156	-0.042734
157	-0.042228
158	-0.041290
159	-0.040155
160	-0.038742
161	-0.037191
162	-0.035764
163	-0.034621
164	-0.033514
165	-0.032722
166	-0.032085
167	-0.031357
168	-0.030407
169	-0.029145
170	-0.027230
171	-0.024489
172	-0.020851
173	-0.016248
174	-0.010486
175	-0.003901
176	0.003482
177	0.011425
178	0.019853
179	0.028254
180	0.036752
181	0.045191
182	0.053539
183	0.061614
184	0.069819
185	0.077774
186	0.085394
187	0.092759
188	0.099810
189	0.106107
190	0.111813
191	0.116998
192	0.121259
193	0.124575
194	0.127204
195	0.128842
196	0.129443
197	0.129155
198	0.128006
199	0.125827
200	0.123037
201	0.119575
202	0.115464
203	0.111006
204	0.106132
205	0.100861
206	0.095379
207	0.089909
208	0.083988
209	0.078048
210	0.071966
211	0.065671
212	0.058962
213	0.052367
214	0.045528
215	0.038501
216	0.031496
217	0.024697
218	0.018068
219	0.011643
220	0.005810
221	0.000417
222	-0.004413
223	-0.008817
224	-0.012263
225	-0.015236
226	-0.017512
227	-0.019219
228	-0.020146
229	-0.020835
230	-0.020901
231	-0.020599
232	-0.019919
233	-0.019069
234	-0.017818
235	-0.016410
236	-0.014746
237	-0.012875
238	-0.010894
239	-0.009044
240	-0.007348
241	-0.006075
242	-0.005191
243	-0.004898
244	-0.004833
245	-0.005343
246	-0.006008
247	-0.006936
248	-0.007699
249	-0.008842
250	-0.009687
251	-0.010567
252	-0.011333
253	-0.012227
254	-0.012509
255	-0.012927
256	-0.013174
257	-0.013399
258	-0.013564
259	-0.014299
260	-0.014904
261	-0.015868
262	-0.016895
263	-0.018001
264	-0.018578
265	-0.019178
266	-0.018999
267	-0.018561
268	-0.017471
269	-0.016251
270	-0.014352
271	-0.012448
272	-0.009901
273	-0.007273
274	-0.004257
275	-0.001125
276	0.002372
277	0.005801
278	0.009701
279	0.013849
280	0.018295
281	0.023215
282	0.028804
283	0.034585
284	0.040705
285	0.047094
286	0.053380
287	0.059230
288	0.064966
289	0.070137
290	0.074789
291	0.078752
292	0.082322
293	0.085047
294	0.087293
295	0.088951
296	0.090305
297	0.091153
298	0.091695
299	0.091847
300	0.091494
301	0.090369
302	0.088477
303	0.085674
304	0.081822
305	0.077034
306	0.071600
307	0.065728
308	0.059711
309	0.053988
310	0.048674
311	0.043879
312	0.039738
313	0.036106
314	0.032791
315	0.029714
316	0.026699
317	0.023428
318	0.019858
319	0.016024
320	0.011652
321	0.006833
322	0.001742
323	-0.003488
324	-0.008764
325	-0.013571
326	-0.017694
327	-0.021178
328	-0.023894
329	-0.025810
330	-0.027203
331	-0.028358
332	-0.029310
